type,abstract,booktitle,date-added,date-modified,doi,isbn,issn,keywords,pages,title,volume,year,bdsk-url-1,author,journal,number,url,bdsk-url-2,archiveprefix,arxivid,eprint,pmid
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:01 +1000,10.1007/s11432-021-3361-5,,1674-733X,,,Demonstration of record-high 352-Gbps terahertz wired transmission over hollow-core fiber at 325 GHz,65,2022,http://link.springer.com/article/10.1007/s11432-021-3361-5,"[{'first': 'Min', 'last': 'Zhu'}, {'first': 'Jiao', 'last': 'Zhang'}, {'first': 'Jianjun', 'last': 'Yu'}, {'first': 'Xiaohu', 'last': 'You'}]",Science China Information Sciences,2,http://link.springer.com/article/10.1007/s11432-021-3361-5,https://doi.org/10.1007/s11432-021-3361-5,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:03 +1000,10.1007/s41870-021-00728-5,,25112112,,1265--1268,Editorial,13,2021,http://link.springer.com/article/10.1007/s41870-021-00728-5,"[{'first': 'M.', 'middle': 'N.', 'last': 'Hoda'}]",International Journal of Information Technology (Singapore),4,http://link.springer.com/article/10.1007/s41870-021-00728-5,https://doi.org/10.1007/s41870-021-00728-5,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:07 +1000,10.1007/s11623-012-0231-2,,,,,Report,36.0,2012,http://link.springer.com/article/10.1007/s11623-012-0231-2,,Datenschutz und Datensicherheit - DuD,9,http://link.springer.com/article/10.1007/s11623-012-0231-2,https://doi.org/10.1007/s11623-012-0231-2,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:07 +1000,10.1007/s00371-019-01710-w,,01782789,,1207,Preface,35,2019,http://link.springer.com/article/10.1007/s00371-019-01710-w,"[{'first': 'Nadia', 'last': 'Magnenat-Thalmann'}]",Visual Computer,9,http://link.springer.com/article/10.1007/s00371-019-01710-w,https://doi.org/10.1007/s00371-019-01710-w,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:32:59 +1000,10.1007/s11432-016-5602-0,,1674733X,,,A power manager system with 78% efficiency for high-voltage triboelectric nanogenerators,60,2017,http://link.springer.com/article/10.1007/s11432-016-5602-0,"[{'first': 'Lichuan', 'last': 'Luo'}, {'first': 'Dechun', 'last': 'Bao'}, {'first': 'Wuqi', 'last': 'Yu'}, {'first': 'Zhaohua', 'last': 'Zhang'}, {'first': 'Tianling', 'last': 'Ren'}]",Science China Information Sciences,2,http://link.springer.com/article/10.1007/s11432-016-5602-0,https://doi.org/10.1007/s11432-016-5602-0,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:01 +1000,10.1007/s11390-014-1497-7,,,,,Contents,29.0,2014,http://link.springer.com/article/10.1007/s11390-014-1497-7,,Journal of Computer Science and Technology,6,http://link.springer.com/article/10.1007/s11390-014-1497-7,https://doi.org/10.1007/s11390-014-1497-7,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:05 +1000,10.1007/s42979-021-00979-w,,2662-995X,,,IoT Data Classifications for Smart Home Deployment,3,2022,http://link.springer.com/article/10.1007/s42979-021-00979-w,"[{'first': 'Ashish', 'middle': 'Virendra', 'last': 'Chandak'}, {'first': 'Niranjan', 'middle': 'K.', 'last': 'Ray'}]",SN Computer Science,1,http://link.springer.com/article/10.1007/s42979-021-00979-w,https://doi.org/10.1007/s42979-021-00979-w,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:03 +1000,10.1007/s41870-017-0070-3,,25112112,,,Editorial,10,2018,http://link.springer.com/article/10.1007/s41870-017-0070-3,"[{'first': 'M.', 'middle': 'N.', 'last': 'Hoda'}]",International Journal of Information Technology (Singapore),1,http://link.springer.com/article/10.1007/s41870-017-0070-3,https://doi.org/10.1007/s41870-017-0070-3,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:03 +1000,10.1007/s41870-019-00411-w,,25112112,,303--305,Editorial,12,2020,http://link.springer.com/article/10.1007/s41870-019-00411-w,"[{'first': 'M.', 'middle': 'N.', 'last': 'Hoda'}]",International Journal of Information Technology (Singapore),1,http://link.springer.com/article/10.1007/s41870-019-00411-w,https://doi.org/10.1007/s41870-019-00411-w,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:07 +1000,10.1007/s11623-018-0991-4,,,,,Report,42.0,2018,http://link.springer.com/article/10.1007/s11623-018-0991-4,,Datenschutz und Datensicherheit - DuD,8,http://link.springer.com/article/10.1007/s11623-018-0991-4,https://doi.org/10.1007/s11623-018-0991-4,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:07 +1000,10.1007/s11623-015-0516-3,,,,,Report,39.0,2015,http://link.springer.com/article/10.1007/s11623-015-0516-3,,Datenschutz und Datensicherheit - DuD,11,http://link.springer.com/article/10.1007/s11623-015-0516-3,https://doi.org/10.1007/s11623-015-0516-3,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:08 +1000,10.1007/s12652-019-01425-9,,18685145,,3739--3745,Special issue on bio-medical signal processing for smarter mobile healthcare using big data analytics,10,2019,http://link.springer.com/article/10.1007/s12652-019-01425-9,"[{'first': 'Gwanggil', 'last': 'Jeon'}, {'first': 'Awais', 'last': 'Ahmad'}, {'first': 'Salvatore', 'last': 'Cuomo'}, {'first': 'Wei', 'last': 'Wu'}]",Journal of Ambient Intelligence and Humanized Computing,10,http://link.springer.com/article/10.1007/s12652-019-01425-9,https://doi.org/10.1007/s12652-019-01425-9,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:01 +1000,10.1007/s38314-020-0209-z,,,,16--20,Development of a Fuel Sensor for Identification of Special Components,15,2020,http://link.springer.com/article/10.1007/s38314-020-0209-z,"[{'first': 'Tobias', 'last': ""K{\\'{o}}stner""}, {'first': 'Jens', 'last': 'Staufenbiel'}, {'first': 'Michael', 'last': 'Rossner'}, {'first': ""J{\\'{u}}rgen"", 'last': 'Krahl'}]",ATZelectronics worldwide,6,http://link.springer.com/article/10.1007/s38314-020-0209-z,https://doi.org/10.1007/s38314-020-0209-z,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:00 +1000,10.1007/s11036-019-01428-y,,15728153,,1434--1435,Cognitive Computing for Intelligence Systems,25,2020,http://link.springer.com/article/10.1007/s11036-019-01428-y,"[{'first': 'Huimin', 'last': 'Lu'}, {'first': 'Yujie', 'last': 'Li'}]",Mobile Networks and Applications,4,http://link.springer.com/article/10.1007/s11036-019-01428-y,https://doi.org/10.1007/s11036-019-01428-y,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:03 +1000,10.1007/s11036-019-01279-7,,15728153,,1265--1268,Editorial: Securing Internet of Things Through Big Data Analytics,24,2019,http://link.springer.com/article/10.1007/s11036-019-01279-7,"[{'first': 'Muhammad', 'last': 'Alam'}, {'first': 'Ting', 'last': 'Wu'}, {'first': 'Fazl', 'last': 'Ullah'}, {'first': 'Yuanfang', 'last': 'Chen'}]",Mobile Networks and Applications,4,http://link.springer.com/article/10.1007/s11036-019-01279-7,https://doi.org/10.1007/s11036-019-01279-7,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:04 +1000,10.1007/s35658-020-0209-z,,1862-1791,,26--30,Entwicklung eines Kraftstoffsensors zur Erkennung bestimmter Komponenten,15,2020,http://link.springer.com/article/10.1007/s35658-020-0209-z,"[{'first': 'Tobias', 'last': ""K{\\'{o}}stner""}, {'first': 'Jens', 'last': 'Staufenbiel'}, {'first': 'Michael', 'last': 'Rossner'}, {'first': ""J{\\'{u}}rgen"", 'last': 'Krahl'}]",ATZelektronik,6,http://link.springer.com/article/10.1007/s35658-020-0209-z,https://doi.org/10.1007/s35658-020-0209-z,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:10 +1000,10.1007/s42496-020-00051-5,,0365-7442,,171--185,The EDEN ISS Facility as Platform for Plant Experiments in Extreme Environments,99,2020,http://link.springer.com/article/10.1007/s42496-020-00051-5,"[{'first': 'Raimondo', 'last': 'Fortezza'}, {'first': 'Antonio', 'last': 'Ceriello'}, {'first': 'Domenico', 'last': '{De Simone}'}, {'first': 'Daniel', 'last': 'Schubert'}, {'first': 'Paul', 'last': 'Zabel'}, {'first': 'Conrad', 'last': 'Zeidler'}, {'first': 'Vincent', 'last': 'Vrakking'}]",Aerotecnica Missili & Spazio,3,http://link.springer.com/article/10.1007/s42496-020-00051-5,https://doi.org/10.1007/s42496-020-00051-5,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:11 +1000,10.1007/s11431-019-1488-y,,1674-7321,,528--530,Van der Waals Epitaxy: A new way for growth of III-nitrides,63,2020,http://link.springer.com/article/10.1007/s11431-019-1488-y,"[{'first': 'Yang', 'last': 'Chen'}, {'first': 'Yu-Ping', 'last': 'Jia'}, {'first': 'Zhi-Ming', 'last': 'Shi'}, {'first': 'Xiao-Juan', 'last': 'Sun'}, {'first': 'Da-Bing', 'last': 'Li'}]",Science China Technological Sciences,3,http://link.springer.com/article/10.1007/s11431-019-1488-y,https://doi.org/10.1007/s11431-019-1488-y,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:04 +1000,10.1007/s12530-018-9229-9,,18686486,,93--94,Evolving sensor systems,9,2018,http://link.springer.com/article/10.1007/s12530-018-9229-9,"[{'first': 'Chrisina', 'last': 'Jayne'}, {'first': 'Nirmalie', 'last': 'Wiratunga'}]",Evolving Systems,2,http://link.springer.com/article/10.1007/s12530-018-9229-9,https://doi.org/10.1007/s12530-018-9229-9,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:08 +1000,10.1007/s41403-020-00107-9,,2662-5415,,475--483,Scalable Synthesis and Kinetic Studies of Carbon Coated Sodium Titanate: A Promising Ultra-low Voltage Anode for Sodium Ion Battery,5,2020,http://link.springer.com/article/10.1007/s41403-020-00107-9,"[{'first': 'P.', 'middle': 'Laxman Mani', 'last': 'Kanta'}, {'first': 'M.', 'last': 'Venkatesh'}, {'first': 'Satyesh', 'middle': 'Kumar', 'last': 'Yadav'}, {'first': 'Bijoy', 'middle': 'Kumar', 'last': 'Das'}, {'first': 'R.', 'last': 'Gopalan'}]",Transactions of the Indian National Academy of Engineering,3,http://link.springer.com/article/10.1007/s41403-020-00107-9,https://doi.org/10.1007/s41403-020-00107-9,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:05 +1000,10.1007/s41133-020-00034-y,,2365-4317,,,Identification of Potential Task Shedding Events Using Brain Activity Data,5,2020,http://link.springer.com/article/10.1007/s41133-020-00034-y,"[{'first': 'Danushka', 'last': 'Bandara'}, {'first': 'Trevor', 'last': 'Grant'}, {'first': 'Leanne', 'last': 'Hirshfield'}, {'first': 'Senem', 'last': 'Velipasalar'}]",Augmented Human Research,1,http://link.springer.com/article/10.1007/s41133-020-00034-y,https://doi.org/10.1007/s41133-020-00034-y,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:00 +1000,10.1007/s12572-018-0216-y,,0975-0770,,171--178,Change of flow structure and heat transfer performance of photosensitive micellar solutions with light irradiation,10,2018,http://link.springer.com/article/10.1007/s12572-018-0216-y,"[{'first': 'Shogo', 'last': 'Tsuchikawa'}, {'first': 'Reiko', 'last': 'Kuriyama'}, {'first': 'Ikuya', 'last': 'Sakanaka'}, {'first': 'Takeshi', 'last': 'Enya'}, {'first': 'Kazuya', 'last': 'Tatsumi'}, {'first': 'Kazuyoshi', 'last': 'Nakabe'}]",International Journal of Advances in Engineering Sciences and Applied Mathematics,2,http://link.springer.com/article/10.1007/s12572-018-0216-y,https://doi.org/10.1007/s12572-018-0216-y,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:04 +1000,10.1007/s00506-019-0581-1,,0945-358X,,337--347,{Einsatzm{\'{o}}glichkeiten von Geoinformationssystemen in der Siedlungswasserwirtschaft am Beispiel Einbindung dezentraler Entw{\'{a}}sserungssysteme zur Entlastung des st{\'{a}}dtischen Abwassernetzes},71,2019,http://link.springer.com/article/10.1007/s00506-019-0581-1,"[{'first': 'Yannick', 'last': 'Back'}, {'first': 'Jonatan', 'last': 'Zischg'}, {'first': 'Magnus', 'last': 'Bremer'}, {'first': 'Martin', 'last': 'Rutzinger'}, {'first': 'Manfred', 'last': 'Kleidorfer'}]",{\'{O}}sterreichische Wasser- und Abfallwirtschaft,7-8,http://link.springer.com/article/10.1007/s00506-019-0581-1,https://doi.org/10.1007/s00506-019-0581-1,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:32:58 +1000,10.1007/s11431-018-9364-8,,1862281X,,361--364,A closed loop 2.65 K hybrid JT cooler for future space application,62,2019,http://link.springer.com/article/10.1007/s11431-018-9364-8,"[{'first': 'Yue', 'middle': 'Xue', 'last': 'Ma'}, {'first': 'Jia', 'last': 'Quan'}, {'first': 'Juan', 'last': 'Wang'}, {'first': 'Yan', 'middle': 'Jie', 'last': 'Liu'}, {'first': 'Jian', 'middle': 'Guo', 'last': 'Li'}, {'first': 'Jing', 'middle': 'Tao', 'last': 'Liang'}]",Science China Technological Sciences,2,http://link.springer.com/article/10.1007/s11431-018-9364-8,https://doi.org/10.1007/s11431-018-9364-8,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:08 +1000,10.1007/s12567-019-00288-2,,18682510,,359--362,Space Lidar and Space Optics,11,2019,http://link.springer.com/article/10.1007/s12567-019-00288-2,"[{'first': 'Andreas', 'last': 'Fix'}, {'first': 'Giampiero', 'last': 'Naletto'}, {'first': 'Ian', 'last': 'Hutchinson'}, {'first': 'Nikos', 'last': 'Karafolas'}, {'first': 'Wolfgang', 'last': 'Riede'}, {'first': 'Arnaud', 'last': 'Heliere'}, {'first': 'Bob', 'last': 'Menzies'}, {'first': 'Haris', 'last': 'Riris'}]",CEAS Space Journal,4,http://link.springer.com/article/10.1007/s12567-019-00288-2,https://doi.org/10.1007/s12567-019-00288-2,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:32:59 +1000,10.1007/s38311-019-0175-3,,,,16--21,Ambient Lighting in New Dimensions,122,2020,http://link.springer.com/article/10.1007/s38311-019-0175-3,"[{'first': 'Frank', 'last': 'Hallitschke'}, {'first': 'Luca', 'last': 'Gioanola'}, {'first': 'Federico', 'last': 'Ramonda'}]",ATZ worldwide,2,http://link.springer.com/article/10.1007/s38311-019-0175-3,https://doi.org/10.1007/s38311-019-0175-3,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:06 +1000,10.1007/s40857-019-00163-4,,0814-6039,,105--124,News Item,47,2019,http://link.springer.com/article/10.1007/s40857-019-00163-4,,Acoustics Australia,2,http://link.springer.com/article/10.1007/s40857-019-00163-4,https://doi.org/10.1007/s40857-019-00163-4,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:03 +1000,10.1007/s00502-018-0650-3,,0932383X,,481--484,Digitalradio im Standard DAB+ in europaweitem Aufwind,135,2018,http://link.springer.com/article/10.1007/s00502-018-0650-3,"[{'first': 'Gernot', 'last': 'Fischer'}, {'first': 'Matthias', 'middle': 'Markus', 'last': 'Pistrol'}]",Elektrotechnik und Informationstechnik,7,http://link.springer.com/article/10.1007/s00502-018-0650-3,https://doi.org/10.1007/s00502-018-0650-3,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:06 +1000,10.1007/978-3-030-65407-8_23,,,,269--284,Mobile App for Accident Detection to Provide Medical Aid,,2021,http://link.springer.com/chapter/10.1007/978-3-030-65407-8_23,"[{'first': 'B.', 'middle': 'K.', 'last': 'Nirupama'}, {'first': 'M.', 'last': 'Niranjanamurthy'}, {'first': 'H.', 'last': 'Asha'}]",Intelligent Computing Paradigm and Cutting-edge Technologies,,http://link.springer.com/chapter/10.1007/978-3-030-65407-8_23,https://doi.org/10.1007/978-3-030-65407-8_23,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:05 +1000,10.1007/978-3-030-24322-7_11,,,,82--90,IoT Aided Non-invasive NIR Blood Glucose Monitoring Device,,2020,http://link.springer.com/chapter/10.1007/978-3-030-24322-7_11,"[{'first': 'Anitha', 'last': 'Chinthoju'}, {'first': 'Jaya', 'middle': 'Gayatri', 'last': 'Chekka'}, {'first': 'Ravalika', 'last': 'Nadigepu'}, {'first': 'Harish', 'last': 'Kuchulakanti'}]","Advances in Decision Sciences, Image Processing, Security and Computer Vision",,http://link.springer.com/chapter/10.1007/978-3-030-24322-7_11,https://doi.org/10.1007/978-3-030-24322-7_11,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:04 +1000,10.1007/978-981-15-9927-9_38,,,,385--395,Finger Vein Pattern Detection Using Neuro Fuzzy System,,2021,http://link.springer.com/chapter/10.1007/978-981-15-9927-9_38,"[{'first': 'E.', 'last': 'Balaraja'}, {'first': 'M.', 'middle': 'K. Mariam', 'last': 'Bee'}]",Emerging Technologies in Data Mining and Information Security,,http://link.springer.com/chapter/10.1007/978-981-15-9927-9_38,https://doi.org/10.1007/978-981-15-9927-9_38,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:01 +1000,10.1007/978-981-15-4936-6_61,,,,555--565,Cost-Effective Solution for Visually Impaired,,2021,http://link.springer.com/chapter/10.1007/978-981-15-4936-6_61,"[{'first': 'Abhinav', 'last': 'Sagar'}, {'first': 'S', 'last': 'Ramani'}, {'first': 'L', 'last': 'Ramanathan'}, {'first': 'S', 'last': 'Rajkumar'}]",Information Management and Machine Intelligence,,http://link.springer.com/chapter/10.1007/978-981-15-4936-6_61,https://doi.org/10.1007/978-981-15-4936-6_61,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:07 +1000,10.1007/978-981-15-0633-8_44,,,,463--472,Proactive Preventive and Evidence-Based Artificial Intelligene Models: Future Healthcare,,2020,http://link.springer.com/chapter/10.1007/978-981-15-0633-8_44,"[{'first': 'Kamal', 'middle': 'Kr.', 'last': 'Sharma'}, {'first': 'Shivaji', 'middle': 'D.', 'last': 'Pawar'}, {'first': 'Bandana', 'last': 'Bali'}]",International Conference on Intelligent Computing and Smart Communication 2019,,http://link.springer.com/chapter/10.1007/978-981-15-0633-8_44,https://doi.org/10.1007/978-981-15-0633-8_44,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:04 +1000,10.1007/978-981-15-8530-2_45,,,,569--578,Hand Gesture Recognition Control for Computers Using Arduino,,2021,http://link.springer.com/chapter/10.1007/978-981-15-8530-2_45,"[{'first': 'J.', 'middle': 'S.', 'last': 'Vimali'}, {'first': 'Senduru', 'last': 'Srinivasulu'}, {'first': 'J.', 'last': 'Jabez'}, {'first': 'S.', 'last': 'Gowri'}]",Data Intelligence and Cognitive Informatics,,http://link.springer.com/chapter/10.1007/978-981-15-8530-2_45,https://doi.org/10.1007/978-981-15-8530-2_45,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:01 +1000,10.1007/978-981-15-6852-7_24,,,,271--280,Design of Fire and Gas Detection System for a Process Plant: A Review,,2020,http://link.springer.com/chapter/10.1007/978-981-15-6852-7_24,"[{'first': 'A.', 'last': '{Prashanth Kumar Reddy}'}, {'first': 'E.', 'last': '{Sathwik Reddy}'}, {'first': 'T.', 'middle': 'N. S. S.', 'last': 'Bhaskar'}, {'first': 'Bikarama', 'middle': 'Prasad', 'last': 'Yadav'}, {'first': 'Akshi', 'middle': 'K.', 'last': 'Singh'}]",Advances in Industrial Safety,,http://link.springer.com/chapter/10.1007/978-981-15-6852-7_24,https://doi.org/10.1007/978-981-15-6852-7_24,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:01 +1000,10.1007/978-981-15-6852-7_13,,,,155--164,Design of Fire and Gas Detection System in Process Industry,,2020,http://link.springer.com/chapter/10.1007/978-981-15-6852-7_13,"[{'first': 'Udbhav', 'last': 'Srivastava'}, {'first': 'Ashish', 'middle': 'K.', 'last': 'Gangola'}, {'first': 'Yash', 'last': 'Dhiman'}, {'first': 'Rishi', 'last': 'Dewan'}]",Advances in Industrial Safety,,http://link.springer.com/chapter/10.1007/978-981-15-6852-7_13,https://doi.org/10.1007/978-981-15-6852-7_13,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:08 +1000,10.1007/978-3-030-68133-3_6,,,,54--62,Smart Navigation Aids for Blind and Vision Impairment People,,2021,http://link.springer.com/chapter/10.1007/978-3-030-68133-3_6,"[{'first': 'Safaa', 'middle': 'Najah', 'last': 'Saud'}, {'first': 'Lilysuriazna', 'last': 'Raya'}, {'first': 'Muhammad', 'middle': 'Irsyad', 'last': 'Abdullah'}, {'first': 'Mohd', 'middle': 'Zaki Awg', 'last': 'Isa'}]",Computational Intelligence in Information Systems,,http://link.springer.com/chapter/10.1007/978-3-030-68133-3_6,https://doi.org/10.1007/978-3-030-68133-3_6,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:32:59 +1000,10.1007/978-3-030-71187-0_52,,,,567--579,A Review on Existing Methods and Classification Algorithms Used for Sex Determination of Silkworm in Sericulture,,2021,http://link.springer.com/chapter/10.1007/978-3-030-71187-0_52,"[{'first': 'Sania', 'last': 'Thomas'}, {'first': 'Jyothi', 'last': 'Thomas'}]",Intelligent Systems Design and Applications,,http://link.springer.com/chapter/10.1007/978-3-030-71187-0_52,https://doi.org/10.1007/978-3-030-71187-0_52,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:04 +1000,10.1007/978-3-030-80568-5_18,,,,213--219,fNIRS--Based BCI Using Deep Neural Network with an Application to Deduce the Driving Mode Based on the Driver's Mental State,,2021,http://link.springer.com/chapter/10.1007/978-3-030-80568-5_18,"[{'first': 'Kazuhiko', 'last': 'Takahashi'}, {'first': 'Reo', 'last': 'Yokono'}, {'first': 'Chang', 'last': 'Chu'}, {'first': 'Gauvain', 'last': 'Huve'}, {'first': 'Masafumi', 'last': 'Hashimoto'}]",Proceedings of the 22nd Engineering Applications of Neural Networks Conference,,http://link.springer.com/chapter/10.1007/978-3-030-80568-5_18,https://doi.org/10.1007/978-3-030-80568-5_18,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:32:59 +1000,10.1007/978-3-030-65407-8_6,,,,63--73,A Novel and Smart Parking System for the University Parking System,,2021,http://link.springer.com/chapter/10.1007/978-3-030-65407-8_6,"[{'first': 'V.', 'last': 'Madhumitha'}, {'first': 'V.', 'last': 'Sudharshini'}, {'first': 'S.', 'last': 'Muthuraja'}, {'first': 'Sivakumar', 'last': 'Rajagopal'}, {'first': 'S.', 'middle': 'A.', 'last': 'Angayarkanni'}, {'first': 'Thamer', 'last': 'Al-Rousan'}]",Intelligent Computing Paradigm and Cutting-edge Technologies,,http://link.springer.com/chapter/10.1007/978-3-030-65407-8_6,https://doi.org/10.1007/978-3-030-65407-8_6,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:01 +1000,10.1007/978-981-15-9927-9_14,,,,137--145,Convolution Neural Network-Driven Computer Vision System for Identification of Metanil Yellow Adulteration in Turmeric Powder,,2021,http://link.springer.com/chapter/10.1007/978-981-15-9927-9_14,"[{'first': 'Dipankar', 'last': 'Mandal'}, {'first': 'Arpitam', 'last': 'Chatterjee'}, {'first': 'Bipan', 'last': 'Tudu'}]",Emerging Technologies in Data Mining and Information Security,,http://link.springer.com/chapter/10.1007/978-981-15-9927-9_14,https://doi.org/10.1007/978-981-15-9927-9_14,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:08 +1000,10.1007/978-981-33-4893-6_23,,,,255--265,Survey on Intelligent Healthcare: An Approach Toward Well-Being,,2021,http://link.springer.com/chapter/10.1007/978-981-33-4893-6_23,"[{'last': '{Ugale Pradip}'}, {'first': 'Asmita', 'middle': 'A.', 'last': 'Moghe'}]",Machine Intelligence and Smart Systems,,http://link.springer.com/chapter/10.1007/978-981-33-4893-6_23,https://doi.org/10.1007/978-981-33-4893-6_23,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:06 +1000,10.1007/978-3-030-29897-5_11,9783030298968,25228609,,131--143,Opportunistic iot service to support safety driving from heterogeneous data sources,3,2020,http://link.springer.com/chapter/10.1007/978-3-030-29897-5_11,"[{'first': 'Giancarlo', 'last': 'Fortino'}, {'first': 'Raffaele', 'last': 'Gravina'}, {'first': 'Qimeng', 'last': 'Li'}, {'first': 'Claudio', 'last': 'Savaglio'}]",EAI/Springer Innovations in Communication and Computing,,http://link.springer.com/chapter/10.1007/978-3-030-29897-5_11,https://doi.org/10.1007/978-3-030-29897-5_11,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:04 +1000,10.1007/978-981-13-8468-4_14,,,,157--169,Forced Vibration Harmonic Response Analysis of Semi-mobile Crusher Station,,2020,http://link.springer.com/chapter/10.1007/978-981-13-8468-4_14,"[{'first': 'Shanmugam', 'last': 'Perumal'}, {'first': 'Raghunathan', 'last': 'Swaminathan'}, {'first': 'Mike', 'last': 'Christensen'}]",Advances in Engineering Design and Simulation,,http://link.springer.com/chapter/10.1007/978-981-13-8468-4_14,https://doi.org/10.1007/978-981-13-8468-4_14,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:07 +1000,10.1007/978-981-15-9927-9_53,,,,543--551,Reimagining the Indian Healthcare Ecosystem with AI for a Healthy Smart City,,2021,http://link.springer.com/chapter/10.1007/978-981-15-9927-9_53,"[{'first': 'M.', 'middle': 'A.', 'last': 'Jabbar'}, {'first': 'K.', 'middle': 'M. V. V.', 'last': 'Prasad'}, {'first': 'Rajanikanth', 'last': 'Aluvalu'}]",Emerging Technologies in Data Mining and Information Security,,http://link.springer.com/chapter/10.1007/978-981-15-9927-9_53,https://doi.org/10.1007/978-981-15-9927-9_53,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:05 +1000,10.1007/978-981-15-3607-6_35,,,,439--452,Internet of Things-Based Smart Security Provisioning Using Voice-Controlled Door Locking System,,2020,http://link.springer.com/chapter/10.1007/978-981-15-3607-6_35,"[{'first': 'Sumaiya', 'middle': 'Amin', 'last': 'Anamika'}, {'first': 'Md.', 'last': '{Ar Rafi Khan}'}, {'first': 'Md.', 'last': '{Mayen Hasan Sefat}'}, {'first': 'Muhammad', 'middle': 'Golam', 'last': 'Kibria'}]",Proceedings of International Joint Conference on Computational Intelligence,,http://link.springer.com/chapter/10.1007/978-981-15-3607-6_35,https://doi.org/10.1007/978-981-15-3607-6_35,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:01 +1000,10.1007/978-3-030-63270-0_78,,,,1164--1182,Construction of a Multisensor UAV System for Early Detection of Forest Pests,,2021,http://link.springer.com/chapter/10.1007/978-3-030-63270-0_78,"[{'first': 'Milan', 'last': ""Nov{\\'{a}}k""}, {'first': 'Jakub', 'last': 'Geyer'}, {'first': 'Milo{\\v{s}}', 'last': ""Prok{\\'{y}}{\\v{s}}ek""}, {'first': 'Martin', 'last': 'Hais'}, {'first': 'Stanislav', 'last': 'Grill'}, {'first': ""Mark{\\'{e}}ta"", 'last': ""Dav{\\'{i}}dkov{\\'{a}}""}, {'first': 'Petr', 'last': 'Dole{\\v{z}}al'}, {'first': 'Peter', 'last': 'Hofmann'}, {'first': 'Rajan', 'last': 'Paudyal'}]",Advances in Intelligent Systems and Computing V,,http://link.springer.com/chapter/10.1007/978-3-030-63270-0_78,https://doi.org/10.1007/978-3-030-63270-0_78,,,,
