id,title,abstract,"Normal paper? (e.g., not a survey paper, report or proposal)",Using near-infrared?,Mobile?,"Technical? (e.g., not a fundamental study or use a product only)","Involving apparatus? (e.g., not a chip or filter design, or a dataset)",Included?,doi,Remarks,pdf,url,filename,request needed?,Excluded?
35,Detection of Falsified Antimalarial Sulfadoxine-Pyrimethamine and Dihydroartemisinin-Piperaquine Drugs Using a Low-Cost Handheld Near-Infrared Spectrometer,"Falsified drugs are of serious concern to public health worldwide, particularly for developing countries where quality control of drugs is inefficient. In law enforcement against such fake medicines, there is a need to develop reliable, fast, and inexpensive screening methods. In this work, the ability of an innovative low-cost handheld near-infrared spectrometer to identify falsifications among two antimalarial fixed dose combination tablets, dihydroartemisinin/piperaquine and sulfadoxine/pyrimethamine, has been investigated. Analyzed samples were collected in Burkina Faso mainly in rural transborder areas that could be infiltrated by illicit drugs. A principal component analysis was applied on the acquired near-infrared spectra to identify trends, similarities, and differences between collected samples. This allowed to detect some samples of dihydroartemisinin/piperaquine and sulfadoxine/pyrimethamine which seemed to be falsified. These suspicious samples were semiquantitatively analyzed by thin-layer chromatography using Minalab\textregistered{} kits. Obtained results allowed to confirm the falsifications since the suspected samples did not contain any of the expected active pharmaceutical ingredients. The capacity of the low-cost near-infrared device to identify specifically a brand name of dihydroartemisinin/piperaquine or sulfadoxine/pyrimethamine has been also studied using soft independent modelling of class analogy (SIMCA) in the classical and data driven versions. The built models allowed a clear brand identification with 100\% of both sensitivity and specificity in the studied cases. All these results demonstrate the potential of these low-cost near-infrared spectrometers to be used as first line screening tools, particularly in resource limited laboratories, for the detection of falsified antimalarial drugs. \textcopyright{} 2022 Moussa Yabr\'{e} et al.",,,,,,TRUE,10.1155/2022/5335936,,,https://doi.org/10.1155/2022/5335936,10.1155__2022__5335936,,FALSE
36,Development of a compact NIR sensor using MEMS-FPI NIR spectral detectors,"The subject of this paper is the design and development of a miniaturized NIR spectral sensor using MEMS-FPI NIR spectral detectors. Devices fabricated by the MEMS process allow the integration of mechanical components within a very limited package space. By using multiple MEMS-FPI NIR spectral detectors fabricated by this process, a very compact and equally cost-effective NIR spectral sensor can be developed, which can be used in various fields such as industrial manufacturing and processing, among others. In this paper focusing on the sensor concept, the NIR spectral sensor consisting of several spectral detectors, the signal processing as well as the control and pre-processing of the recorded NIR spectra by a microcontroller is explained in detail. In addition, the software unit is presented, which is connected to the sensor via an interface and takes over the control and evaluation of the measured spectra. To demonstrate the functionality of the sensor, an insight into multiple spectral measurements performed is given. The developed sensor is, by the integration of several MEMS-FPI spectral detectors, an innovative approach of a compact NIR spectral sensor.",,,,,,TRUE,,,,https://doi.org/,,,FALSE
38,Development of Automatic Controlled Walking Assistive Device Based on Fatigue and Emotion Detection,"The world's aging population is increasing. The num-ber of elderly individuals having walking impairments is also increasing. Adequate exercise is becoming nec-essary for them. Therefore, several walking assistive devices have been developed or are under develop-ment. However, elderly individuals may have low motivation for exercising, or they may experience physical damage by excessive fatigue. This study proposed a method to enable elderly individuals to exercise with a positive emotion and prevent damage such as muscle fatigue. We proposed a 3D human condition model to control the walking assistive device. It includes the arousal, pleasure, and fatigue dimensions. With regard to the arousal and pleasure dimensions, we used heartbeat and electromyography (EEG) signals to train a deep neural network (DNN) model to iden-tify human emotions. For fatigue detection, we proposed a method based on near-infrared spectroscopy (NIRS) to detect muscle fatigue. All the sensors are portable. This implies that it can be used for outdoor activities. Then, we proposed a walking strategy based on a 3D human condition model to control the walking assistive device. Finally, we tested the effective-ness of the automatic control system. The wearing of the walking assistive device and implementation of the walking strategy can delay the fatigue time by approx-imately 24\% and increase the walking distance by ap-proximately 16\%. In addition, we succeeded in visu-alizing the distribution of emotion during each walking method variation. It was verified that the walking strategy can improve the mental condition of a user to a certain extent. These results showed the effective-ness of the proposed system. It could help elderlies maintain higher levels of motivation and prevent muscle damage by walking exercise, using the walking as-sistive device. \textcopyright{} Fuji Technology Press Ltd.",,,,,,TRUE,10.20965/jrm.2022.p1383,,,https://doi.org/10.20965/jrm.2022.p1383,10.20965__jrm.2022.p1383,,FALSE
39,Development of Portable Near Infrared Spectroscopy Device and Its Application in Rapid Nondestructive Detection of Strawberry Quality,"In order to meet the demand for rapid detection of strawberry quality, we have developed a kind of portable near-infrared spectrometer. Near-infrared spectrograms of ""Tao Xun"" and ""Hong Yan"" strawberries were obtained in the range of 600~1100 nm, and the collected spectra were pretreated by multiplication scattering correction (MSC), standard normal variable transformation (SNV), savitzky-golay derivative (SG-DEV), savitzky-golay smooth (SG-smooth), normalization (NOR). Finally, multiple quality prediction models of strawberries were established with principal component analysis (PCA). The results showed that the pre-processed SSC prediction model of MSC was optimal, with high correlation coefficient (Rc = 0.91, Rp = 0.88) and small root mean square error (RMSEC = 0.43\%, RMSEP = 0.45\%); the preprocessed firmness prediction model of SG-DEV (width 5 points, fitting 3 times) was optimal, with high correlation coefficient (Rc = 0.92, Rp = 0.93) and small root mean square error (RMSEC = 1.20 N, RMSEP = 1.39N). Based on the WINCE development framework, a real-time analysis and control software for nondestructive testing was written, and predictive models of two varieties were added to the software to realize one-click operation of strawberry multi-quality parameter testing. In addition, the prediction model of strawberry quality was verified. The correlation coefficients of SSC model and firmness model were 0.93 and 0.95, respectively, and the root mean square error was 0.44\% and 1.15 N, respectively. Compared with traditional detection methods, it is fast and non-destructive, and is suitable for immediate detection by fruit farmers after picking. The portable near-infrared spectrometer is small, light, and inexpensive, which provides a reference for application of the product. \textcopyright{} VDE VERLAG GMBH \bullet{} Berlin \bullet{} Offenbach.",,,,,,TRUE,,,,https://doi.org/,,,FALSE
41,Discrimination of Brassica juncea Varieties Using Visible Near-Infrared (Vis-NIR) Spectroscopy and Chemometrics Methods,"Brown mustard (Brassica juncea (L.) is an important oilseed crop that is mostly used to produce edible oils, industrial oils, modified lipids and biofuels in subtropical nations. Due to its higher level of commercial use, the species has a huge array of varieties/cultivars. The purpose of this study is to evaluate the use of visible near-infrared (Vis-NIR) spectroscopy in combination with multiple chemometric approaches for distinguishing four B. juncea varieties in Korea. The spectra from the leaves of four different growth stages of four B. juncea varieties were measured in the Vis-NIR range of 325–1075 nm with a stepping of 1.5 nm in reflectance mode. For effective discrimination, the spectral data were preprocessed using three distinct approaches, and eight different chemometric analyses were utilized. After the detection of outliers, the samples were split into two groups, one serving as a calibration set and the other as a validation set. When numerous preprocessing and chemometric approaches were applied for discriminating, the combination of standard normal variate and deep learning had the highest classification accuracy in all the growth stages achieved up to 100\%. Similarly, few other chemometrics also yielded 100\% classification accuracy, namely, support vector machine, generalized linear model, and the random forest. Of all the chemometric preprocessing methods, Savitzky–Golay filter smoothing provided the best and most convincing discrimination. The findings imply that chemometric methods combined with handheld Vis-NIR spectroscopy can be utilized as an efficient tool for differentiating B. juncea varieties in the field in all the growth stages. \textcopyright{} 2022 by the authors.",,,,,,TRUE,10.3390/ijms232112809,,,https://doi.org/10.3390/ijms232112809,10.3390__ijms232112809,,FALSE
42,Discrimination of transgenic canola (Brassica napus l.) and their hybrids with b. rapa using vis-nir spectroscopy and machine learning methods,"In recent years, the rapid development of genetically modified (GM) technology has raised concerns about the safety of GM crops and foods for human health and the ecological environment. Gene flow from GM crops to other crops, especially in the Brassicaceae family, might pose a threat to the environment due to their weediness. Hence, finding reliable, quick, and low-cost methods to detect and monitor the presence of GM crops and crop products is important. In this study, we used visible near-infrared (Vis-NIR) spectroscopy for the effective discrimination of GM and non-GM Brassica napus, B. rapa, and F1 hybrids (B. rapa X GM B. napus). Initially, Vis-NIR spectra were collected from the plants, and the spectra were preprocessed. A combination of different preprocessing methods (four methods) and various modeling approaches (eight methods) was used for effective discrimination. Among the different combinations, the Savitzky-Golay and Support Vector Machine combination was found to be an optimal model in the discrimination of GM, non-GM, and hybrid plants with the highest accuracy rate (100\%). The use of a Convolutional Neural Network with Normalization resulted in 98.9\%. The same higher accuracy was found in the use of Gradient Boosted Trees and Fast Large Margin approaches. Later, phenolic acid concentration among the different plants was assessed using GC-MS analysis. Partial least squares regression analysis of Vis-NIR spectra and biochemical characteristics showed significant correlations in their respective changes. The results showed that handheld Vis-NIR spectroscopy combined with chemometric analyses could be used for the effective discrimination of GM and non-GM B. napus, B. rapa, and F1 hybrids. Biochemical composition analysis can also be combined with the Vis-NIR spectra for efficient discrimination. \textcopyright{} 2021 by the authors. Licensee MDPI, Basel, Switzerland.",,,,,,TRUE,10.3390/ijms23010220,,,https://doi.org/10.3390/ijms23010220,10.3390__ijms23010220,,FALSE
43,Drowsiness Detection System Based on PERCLOS and Facial Physiological Signal \textdagger,"Accidents caused by fatigue occur frequently, and numerous scholars have devoted tremendous efforts to investigate methods to reduce accidents caused by fatigued driving. Accordingly, the assessment of the spirit status of the driver through the eyes blinking frequency and the measurement of physiological signals have emerged as effective methods. In this study, a drowsiness detection system is proposed to combine the detection of LF/HF ratio from heart rate variability (HRV) of photoplethysmographic imaging (PPGI) and percentage of eyelid closure over the pupil over time (PERCLOS), and to utilize the advantages of both methods to improve the accuracy and robustness of drowsiness detection. The proposed algorithm performs three functions, including LF/HF ratio from HRV status judgment, eye state detection, and drowsiness judgment. In addition, this study utilized a near-infrared webcam to obtain a facial image to achieve non-contact measurement, alleviate the inconvenience of using a contact wearable device, and for use in a dark environment. Furthermore, we selected the appropriate RGB channel under different light sources to obtain LF/HF ratio from HRV of PPGI. The main drowsiness judgment basis of the proposed drowsiness detection system is the use of algorithm to obtain sympathetic/parasympathetic nervous balance index and percentage of eyelid closure. In the experiment, there are 10 awake samples and 30 sleepy samples. The sensitivity is 88.9\%, the specificity is 93.5\%, the positive predictive value is 80\%, and the system accuracy is 92.5\%. In addition, an electroencephalography signal was used as a contrast to validate the reliability of the proposed method. \textcopyright{} 2022 by the authors.",,,,,,TRUE,10.3390/s22145380,,,https://doi.org/10.3390/s22145380,10.3390__s22145380,,FALSE
44,End-of-Life Textile Recognition in a Circular Economy Perspective: A Methodological Approach Based on Near Infrared Spectroscopy,"The life cycle of textiles (i.e., fabrics and apparel products) generates many environmental impacts, such as resource consumption, water, soil, and air pollution through the dispersion of chemical substances and greenhouse gases. For these reasons, in 2019, textiles were identified as a ``priority product category for the circular economy'' by the European Commission that proposed a new circular economy action plan focusing on recycling. An in-depth characterization of textile fabrics could lead to an ad hoc recycling procedure, reducing resource consumption and chemicals utilization. In this work, NIR (1000–1650 nm) spectroscopy was applied to extract information regarding fabric composition, with reference to cotton, silk, viscose, and some of their blends, using two different devices: a hyperspectral imaging (HSI) platform and a portable spectroradiometer. The different fabrics were correctly classified based on their spectral features by both detection instruments. The proposed methodological approach can be applied for quality control in the textile recycling sector at industrial and/or laboratory scale thanks to the easiness of use and the speed of detection. \textcopyright{} 2022 by the authors.",,,,,,TRUE,10.3390/su141610249,,,https://doi.org/10.3390/su141610249,10.3390__su141610249,,FALSE
46,Error related fNIRS-EEG microstate analysis during a complex surgical motor task,"Fundamentals of Laparoscopic Surgery (FLS) is a standard education and training module with a set of basic surgical skills. During surgical skill acquisition, novices need to learn from errors due to perturbations in their performance which is one of the basic principles of motor skill acquisition. This study on thirteen healthy novice medical students and nine expert surgeons aimed to capture the brain state during error epochs using multimodal brain imaging by combining functional near-infrared spectroscopy (fNIRS) and electroencephalography (EEG). We performed error-related microstate analysis in the latent space that was found using regularized temporally embedded Canonical Correlation Analysis from fNIRS-EEG recordings during the performance of FLS 'suturing and intracorporeal knot-tying' task - the most difficult among the five psychomotor FLS tasks. We found from two-way analysis of variance (ANDVA) with factors, skill level (expert, novice), and microstate type (1-6) that the proportion of the total time spent in microstates in the error epochs was significantly affected by the skill level (p < 0.01), microstate type (p < 0.01), and the interaction between the skill level and the microstate type (p < 0.01). Therefore, our study highlighted the relevance of portable brain imaging to capture error behavior when comparing the skill level during a complex surgical task. Clinical Relevance - This establishes the brain-behavior relationship for monitoring complex surgical motor task errors that differentiated experts from novices. \textcopyright{} 2022 IEEE.",,,,,,TRUE,10.1109/EMBC48229.2022.9871175,,,https://doi.org/10.1109/EMBC48229.2022.9871175,10.1109__EMBC48229.2022.9871175,,FALSE
47,Error-related brain state analysis using electroencephalography in conjunction with functional near-infrared spectroscopy during a complex surgical motor task,"Error-based learning is one of the basic skill acquisition mechanisms that can be modeled as a perception–action system and investigated based on brain–behavior analysis during skill training. Here, the error-related chain of mental processes is postulated to depend on the skill level leading to a difference in the contextual switching of the brain states on error commission. Therefore, the objective of this paper was to compare error-related brain states, measured with multi-modal portable brain imaging, between experts and novices during the Fundamentals of Laparoscopic Surgery (FLS) ``suturing and intracorporeal knot-tying'' task (FLS complex task)--the most difficult among the five psychomotor FLS tasks. The multi-modal portable brain imaging combined functional near-infrared spectroscopy (fNIRS) and electroencephalography (EEG) for brain–behavior analysis in thirteen right-handed novice medical students and nine expert surgeons. The brain state changes were defined by quasi-stable EEG scalp topography (called microstates) changes using 32-channel EEG data acquired at 250~Hz. Six microstate prototypes were identified from the combined EEG data from experts and novices during the FLS complex task that explained 77.14{\%} of the global variance. Analysis of variance (ANOVA) found that the proportion of the total time spent in different microstates during the 10-s error epoch was significantly affected by the skill level (p {\textless} 0.01), the microstate type (p {\textless} 0.01), and the interaction between the skill level and the microstate type (p {\textless} 0.01). Brain activation based on the slower oxyhemoglobin (HbO) changes corresponding to the EEG band power (1–40~Hz) changes were found using the regularized temporally embedded Canonical Correlation Analysis of the simultaneously acquired fNIRS–EEG signals. The HbO signal from the overlying the left inferior frontal gyrus--opercular part, left superior frontal gyrus--medial orbital, left postcentral gyrus, left superior temporal gyrus, right superior frontal gyrus--medial orbital cortical areas showed significant (p {\textless} 0.05) difference between experts and novices in the 10-s error epoch. We conclude that the difference in the error-related chain of mental processes was the activation of cognitive top-down attention-related brain areas, including left dorsolateral prefrontal/frontal eye field and left frontopolar brain regions, along with a `focusing' effect of global suppression of hemodynamic activation in the experts, while the novices had a widespread stimulus(error)-driven hemodynamic activation without the `focusing' effect.",,,,,,TRUE,10.1186/s40708-022-00179-z,,,https://doi.org/10.1186/s40708-022-00179-z,10.1186__s40708-022-00179-z,,FALSE
48,Evaluation of a robust regression method (RoBoost-PLSR) to predict biochemical variables for agronomic applications: Case study of grape berry maturity monitoring,"Visible and near infrared spectroscopy (VIS-NIR) is increasingly being transferred from laboratory to industry for in-line and portable applications in various domains. By intensively using VIS-NIR spectroscopy, some abnormal observations may certainly arise. It is then important to properly handle outliers to elaborate effective prediction models. The objective of this study is to investigate the potential of using a robust method called Roboost-PLSR to improve prediction model performances for a viticulture application. This work focuses on a case study to predict sugar content in grape berries of three different grape varieties of Vitis Vinifera in a maturity monitoring context. Hyperspectral images were acquired of grape berries of Syrah, Fer-Servadou and Mauzac varieties. Reference measurements of sugar levels were made in the laboratory by densimetric baths. Performances of RoBoost-PLSR models were compared to performances of reference models using Partial Least Square Regression (PLSR). Reference prediction criteria using PLSR were obtained for all varieties with these following values: Syrah (Rp2 ​= ​0.971; RMSEp ​= ​5.36 ​g/L), Fer-servadou (Rp2 ​= ​0.788; RMSEp ​= ​11.69 ​g/L) and Mauzac (Rp2 ​= ​0.690; RMSEp ​= ​15.61 ​g/L). Prediction qualities are improved with RoBoost-PLSR: Syrah (Rp2 ​= ​0.990; RMSEp ​= ​3.14 ​g/L), Fer-Servadou (Rp2 ​= ​0.848; RMSEp ​= ​10.20 ​g/L) and Mauzac (Rp2 ​= ​0.927; RMSEp ​= ​7.58 ​g/L). Results confirm that Roboost-PLSR method allows a better consideration of outliers within the calibration set. \textcopyright{} 2021 Elsevier B.V.",,,,,,TRUE,10.1016/j.chemolab.2021.104485,,,https://doi.org/10.1016/j.chemolab.2021.104485,10.1016__j.chemolab.2021.104485,,FALSE
49,Evaluation of Two Portable Hyperspectral-Sensor-Based Instruments to Predict Key Soil Properties in Canadian Soils\textdagger,"In contrast with classic bench-top hyperspectral (multispectral)-sensor-based instruments (spectrophotometers), the portable ones are rugged, relatively inexpensive, and simple to use; there-fore, they are suitable for field implementation to more closely examine various soil properties on the spot. The purpose of this study was to evaluate two portable spectrophotometers to predict key soil properties such as texture and soil organic carbon (SOC) in 282 soil samples collected from proportional fields in four Canadian provinces. Of the two instruments, one was the first of its kind (prototype) and was a mid-infrared (mid-IR) spectrophotometer operating between ~5500 and ~11,000 nm. The other instrument was a readily available dual-type spectrophotometer having a spectral range in both visible (vis) and near-infrared (NIR) regions with wavelengths ranging between ~400 and ~2220 nm. A large number of soil samples (n = 282) were used to represent a wide variety of soil textures, from clay loam to sandy soils, with a considerable range of SOC. These samples were subjected to routine laboratory soil analysis before both spectrophotometers were used to collect diffuse reflectance spectroscopy (DRS) measurements. After data collection, the mid-IR and vis-NIR spectra were randomly divided into calibration (70\%) and validation (30\%) sets. Partial least squares regression (PLSR) was used with leave one out cross-validation techniques to derive the spectral calibrations to predict SOC, sand, and clay content. The performances of the calibration models were reevaluated on the validation set. It was found that sand content can be predicted more accurately using the portable mid-IR spectrophotometer and clay content is better predicted using the readily available dual-type vis-NIR spectrophotometer. The coefficients of determination (R2) and root mean squared error (RMSE) were determined to be most favorable for clay (0.82 and 78 g kg-1) and sand (0.82 and 103 g kg-1), respectively. The ability to predict SOC content precisely was not particu-larly good for the dataset of soils used in this study with an R2 and RMSE of 0.54 and 4.1 g kg-1. The tested method demonstrated that both portable mid-IR and vis-NIR spectrophotometers were comparable in predicting soil texture on a large soil dataset collected from agricultural fields in four Canadian provinces. \textcopyright{} 2022 by the authors. Licensee MDPI, Basel, Switzerland.",,,,,,TRUE,10.3390/s22072556,,,https://doi.org/10.3390/s22072556,10.3390__s22072556,,FALSE
51,Extracting Multimodal Embeddings via Supervised Contrastive Learning for Psychological Screening,"The diagnosis of psychological disorders in early childhood is of utmost importance given their severe impact on children's academic and social skills as well as general adaptive functioning. Wearable and video-based systems have the potential to collect important diagnostic information in the form of neurophysiological and behavioral signals. However, accurate prediction of psychological disorder status from multimodal data streams necessitates their combination into meaningful features for classification models. In this work, we present a multitask supervised contrastive learning approach to learn useful multimodal embeddings from functional Near-Infrared Spectroscopy, galvanic skin response, and facial video data collected during a frustration-inducing task. The generated embeddings are able to accurately infer emotion regulation-related psychological disorders with an F1 score of 0.91, having significant implications for early-childhood mental health diagnoses. \textcopyright{} 2022 IEEE.",,,,,,TRUE,10.1109/ACII55700.2022.9953836,,,https://doi.org/10.1109/ACII55700.2022.9953836,10.1109__ACII55700.2022.9953836,,FALSE
54,Field-Based High-Throughput Phenotyping Using Newly Developed Proximal Sensor Device,"To cope with changing climate and increasing human population, agricultural production requires more data on plant status. High-throughput phenotyping represents new avenue of data collection, increasing throughput in both time and space. We developed a low-cost proximal sensing node retrieving reads at six wavelengths in red (610 and 680 nm), near infra-red (730 and 760 nm) and infrared (810 and 860 nm), intended to capture important plant reflectance indices and fluorescence signals. The reads were collected in fields of maize, barley and wheat and coupled with reads from a commercial multispectral sensing device and a handheld fluorimeter, measuring plant photosynthetic efficiency in a JIP-test framework. Reads of our sensing node were standardized by calculating vegetation indexes (VI). Strong correlations were observed between VIs retrieved from our sensor and NDVI measured by a commercial device, reaching R2 > 0.91\$. Correlation analysis also showed strong link between VI810610 and primary electron transport, vanishing between VIs and higher order photosynthetic reactions. Collection of meaningful ecophysiological data facilitates plant state retrieval in scales from seconds to months (temporal throughput) with increasing spatial density (spatial throughput). Proximal sensing nodes combined with novel communication devices (Internet of Things), emerging phenotyping technologies and methods (high-throughput phenotyping) and data science frameworks (machine learning) show promise in transition to Agriculture 4.0/5.0. \textcopyright{} 2022 IEEE.",,,,,,TRUE,10.1109/SST55530.2022.9954672,,,https://doi.org/10.1109/SST55530.2022.9954672,10.1109__SST55530.2022.9954672,,FALSE
57,fNIRS-Based Dynamic Functional Connectivity Reveals the Innate Musical Sensing Brain Networks in Preterm Infants,"Humans have the ability to appreciate and create music. However, why and how humans have this distinctive ability to perceive music remains unclear. Additionally, the investigation of the innate perceiving skill in humans is compounded by the fact that we have been actively and passively exposed to auditory stimuli or have systematically learnt music after birth. Therefore, to explore the innate musical perceiving ability, infants with preterm birth may be the most suitable population. In this study, the auditory brain networks were explored using dynamic functional connectivity-based reliable component analysis (RCA) in preterm infants during music listening. The brain activation was captured by portable functional near-infrared spectroscopy (fNIRS) to simulate a natural environment for preterm infants. The components with the maximum inter-subject correlation were extracted. The generated spatial filters identified the shared spatial structural features of functional brain connectivity across subjects during listening to the common music, exhibiting a functional synchronization between the right temporal region and the frontal and motor cortex, and synchronization between the bilateral temporal regions. The specific pattern is responsible for the functions involving music comprehension, emotion generation, language processing, memory, and sensory. The fluctuation of the extracted components and the phase variation demonstrates the interactions between the extracted brain networks to encode musical information. These results are critically important for our understanding of the underlying mechanisms of the innate perceiving skills at early ages of human during naturalistic music listening.",,,,,,TRUE,10.1109/TNSRE.2022.3178078,,,https://doi.org/10.1109/TNSRE.2022.3178078,10.1109__TNSRE.2022.3178078,,FALSE
58,Functional near-infrared spectroscopy of prefrontal cortex during memory encoding and recall in elderly with type 2 diabetes mellitus,"Low-frequency Fahr\ae{}us-Lindqvist-driven oscillations in the small vessels are crucial because oscillations in small vessels support nutrient supply. Understanding of this is critical in type 2 diabetes mellitus (T2DM) to develop therapeutic measures in order to prevent Alzheimer's Disease Related Dementias. Indeed, vascular factors are known to contribute to cerebrovascular disease as well as mild cognitive impairment and dementia, which are predicted to affect 152 million people by 2050 (Alzheimer's Disease International London, UK, 2019). In this clinical study, we performed functional near-infrared spectroscopy (fNIRS) of the forehead to investigate the effect of the Mini-Cog with three-item recall test on the prefrontal cortex (PFC) activation and the relative oscillatory power in the 0.01-0.02-Hz (Fahr\ae{}\ensuremath{\Sigma}us-Lindqvist effect) and 0.021-0.052 Hz (smooth muscle autonomic innervation) frequency bands in elderly (60 years and older) T2DM and age-matched controls. We found a significant (p<0.01) difference in the PFC activation between elderly subjects with T2DM and age-matched elderly controls. Moreover, power spectral density (PSD) analysis revealed a significantly lower relative power in 0.021-0.052 Hz (smooth muscle autonomic innervation) frequency band in elderly subjects with T2DM during the Mini-Cog three-item recall test. Furthermore, a drop in the oscillatory power in the 0.01-0.02 Hz frequency band during Mini-Cog three-item recall test was found more pronounced in the elderly subjects with T2DM. Therefore, our study highlighted portable brain imaging to capture cerebrovascular reactivity to cognitive load that may provide a biomarker of cerebrovascular dysfunction in T2DM. Clinical Relevance\rule{1em}{1pt}Our study establishes forehead portable brain imaging under cognitive load for monitoring cerebrovascular function in T2DM. \textcopyright{} 2022 IEEE.",,,,,,TRUE,10.1109/EMBC48229.2022.9871983,,,https://doi.org/10.1109/EMBC48229.2022.9871983,10.1109__EMBC48229.2022.9871983,,FALSE
59,Handheld NIR Spectral Sensor Module Based on a Fully-Integrated Detector Array,"For decades, near-infrared (NIR) spectroscopy has been a valuable tool for material analysis in a variety of applications, ranging from industrial process monitoring to quality assessment. Traditional spectrometers are typically bulky, fragile and expensive, which makes them unsuitable for portable and in-field use. Thus, there is a growing interest for miniaturized, robust and low-cost NIR sensors. In this study, we demonstrate a handheld NIR spectral sensor module, based on a fully-integrated multipixel detector array, sensitive in the 850–1700 nm wavelength range. Differently from a spectrometer, the spectral sensor measures a limited number of NIR spectral bands. The capabilities of the spectral sensor module were evaluated alongside a commercially available portable spectrometer for two application cases: to quantify the moisture content in rice grains and to classify plastic types. Both devices achieved the two sensing tasks with comparable performance. Moisture quantification was achieved with a root mean square error (RMSE) prediction of 1.4\% and 1.1\% by the spectral sensor and spectrometer, respectively. Classification of the plastic type was achieved with a prediction accuracy on unknown samples of 100\% and 96.4\% by the spectral sensor and spectrometer, respectively. The results from this study are promising and demonstrate the potential for the compact NIR modules to be used in a variety of NIR sensing applications. \textcopyright{} 2022 by the authors.",,,,,,TRUE,10.3390/s22187027,,,https://doi.org/10.3390/s22187027,10.3390__s22187027,,FALSE
62,Identification of Ischemic Stroke Condition Based on Hemodynamic Biomarkers,"Ischemic stroke is a cerebral hemodynamic disorder that occurs due to the impairment of hemoglobin supply to the tissue, a leading cause of mortality around the world. This research focuses on detecting ischemic stroke conditions by adding new hemodynamic biomarker information to the proposed low-cost wearable point-of-care diagnostic near-infrared spectroscopy (NIRS) device. Consequently, a new protocol-based sequence of experiments has been carried out to detect the ischemic condition. First, a multichannel, multiwavelength, and multibiomarkers-based point-of-care NIRS system has been developed to accommodate these features onboard. A four-wavelength, six-optode channels-based NIRS probe has been designed such that the physiological noise gets minimized and covers 100 mm $\times20$ mm area of tissue, for example, the frontal lobe of the brain, with near and far distance concept of optode channels. Infinite impulse response (IIR) filters have been used onboard to improve the signal-to-noise ratio (SNR) up to 58.17 dB of the measured biomarker signal. The proposed pipeline of in-vivo occlusion experimentation evoked the ischemic condition at various stages to validate the system performance and temporal characteristics of biomarkers. First, basic PPG signals have recorded to test the performance of the device against the standard PPG signal, then the device has been placed a little upward from the finger to the forearm, where forearm occlusion has been done to mimic the ischemic condition, and finally, the device has been moved further upward and placed at the frontal lobe to record the evoked ischemic biomarker's response while blocking the carotid artery.",,,,,,TRUE,10.1109/JSEN.2022.3196497,,,https://doi.org/10.1109/JSEN.2022.3196497,10.1109__JSEN.2022.3196497,,FALSE
63,Individual differences in skill acquisition and transfer assessed by dual task training performance and brain activity,"Assessment of expertise development during training program primarily consists of evaluating interactions between task characteristics, performance, and mental load. Such a traditional assessment framework may lack consideration of individual characteristics when evaluating training on complex tasks, such as driving and piloting, where operators are typically required to execute multiple tasks simultaneously. Studies have already identified individual characteristics arising from intrinsic, context, strategy, personality, and preference as common predictors of performance and mental load. Therefore, this study aims to investigate the effect of individual difference in skill acquisition and transfer using an ecologically valid dual task, behavioral, and brain activity measures. Specifically, we implemented a search and surveillance task (scanning and identifying targets) using a high-fidelity training simulator for the unmanned aircraft sensor operator, acquired behavioral measures (scan, not scan, over scan, and adaptive target find scores) using simulator-based analysis module, and measured brain activity changes (oxyhemoglobin and deoxyhemoglobin) from the prefrontal cortex (PFC) using a portable functional near-infrared spectroscopy (fNIRS) sensor array. The experimental protocol recruited 13 novice participants and had them undergo three easy and two hard sessions to investigate skill acquisition and transfer, respectively. Our results from skill acquisition sessions indicated that performance on both tasks did not change when individual differences were not accounted for. However inclusion of individual differences indicated that some individuals improved only their scan performance (Attention-focused group), while others improved only their target find performance (Accuracy-focused group). Brain activity changes during skill acquisition sessions showed that mental load decreased in the right anterior medial PFC (RAMPFC) in both groups regardless of individual differences. However, mental load increased in the left anterior medial PFC (LAMPFC) of Attention-focused group and decreased in the Accuracy-focused group only when individual differences were included. Transfer results showed no changes in performance regardless of grouping based on individual differences; however, mental load increased in RAMPFC of Attention-focused group and left dorsolateral PFC (LDLPFC) of Accuracy-focused group. Efficiency and involvement results suggest that the Attention-focused group prioritized the scan task, while the Accuracy-focused group prioritized the target find task. In conclusion, training on multitasks results in individual differences. These differences may potentially be due to individual preference. Future studies should incorporate individual differences while assessing skill acquisition and transfer during multitask training.",,,,,,TRUE,10.1186/s40708-022-00157-5,,,https://doi.org/10.1186/s40708-022-00157-5,10.1186__s40708-022-00157-5,,FALSE
